Teste,Bucket,Num. Solves,Total Time,Final Cost
95,9,109.0,0.339356139,38.556309999999996
96,9,138.0,0.452236991,39.97051999999999
97,9,120.0,0.55395483,38.38473
98,9,112.0,0.342134829,37.556309999999996
99,9,107.0,0.308864858,37.1421
100,9,136.0,0.571836835,39.97051999999999
101,10,129.0,0.659886141,40.97052
102,10,108.0,0.698011191,41.38473
103,10,2.0,0.004180125,41.24262999999999
104,10,125.0,0.670320172,40.384730000000005
105,10,243.0,0.66394823,40.556309999999996
106,10,220.0,0.60743281,40.31367999999999
107,10,239.0,0.660312157,41.31367999999999
108,10,132.0,0.399263965,41.071049999999985
109,10,4.0,0.009387301,41.24262999999999
110,10,163.0,0.759245532,42.55631
111,11,161.0,0.858674242,45.04156999999999
112,11,168.0,0.914637834,45.45577999999999
113,11,113.0,0.325170526,44.65684
114,11,3.0,0.007319644,44.828419999999994
115,11,161.0,0.466244276,44.07105
116,11,3.0,0.007659504,44.82842
117,11,3.0,0.00764628,45.24263
118,11,134.0,0.892558924,44.21315
119,11,157.0,1.007805024,46.04156999999999
120,11,250.0,0.773143596,46.899469999999994
121,12,3.0,0.008595721,51.828419999999994
122,12,3.0,0.010048939,48.24263
123,12,3.0,0.008119688,49.656839999999995
124,12,3.0,0.008381178,50.656839999999995
125,12,211.0,0.674500147,50.65684
126,12,182.0,0.569813895,49.48526
127,12,218.0,0.706415262,51.899469999999994
128,12,185.0,0.869208741,48.2842
129,12,218.0,0.720011282,48.97051999999999
130,12,103.0,0.323227163,49.1421
131,13,256.0,1.02537915,54.24262999999999
132,13,4.0,0.013443214,54.24262999999999
133,13,219.0,0.817976307,54.071049999999985
134,13,293.0,1.15964693,55.48525999999999
135,13,282.0,1.067086094,54.89946999999999
136,13,3.0,0.009191143,55.656839999999995
137,13,273.0,1.019891829,52.65684
138,13,187.0,0.615311113,52.48526
139,13,240.0,0.821051137,55.899469999999994
140,13,268.0,0.977592009,54.72788999999999
141,14,303.0,1.508025504,59.41421
142,14,4.0,0.01390651,56.24262999999999
143,14,200.0,0.830360202,57.65683999999999
144,14,3.0,0.009320058,57.828419999999994
145,14,288.0,1.314007304,56.828419999999994
146,14,290.0,1.181341659,56.071049999999985
147,14,3.0,0.009020597,56.24262999999999
148,14,225.0,0.927728125,59.071049999999985
149,14,4.0,0.014460402,59.65683999999999
150,14,300.0,1.200623619,56.89946999999999
151,15,334.0,1.662677818,63.65683999999999
152,15,317.0,1.397356603,60.48525999999998
153,15,318.0,1.426480296,61.89946999999998
154,15,321.0,1.349260145,60.65683999999999
155,15,165.0,0.615521911,61.071049999999985
156,15,209.0,0.892131872,60.65683999999999
157,15,349.0,1.619626625,62.07104999999999
158,15,356.0,1.446727499,60.72788999999998
159,15,268.0,1.11635556,62.48525999999998
160,15,358.0,1.603930194,60.07104999999999
161,16,372.0,2.084283892,65.82842
162,16,385.0,2.001941591,64.65684
163,16,329.0,1.795856364,66.24262999999999
164,16,392.0,1.871249228,64.89947
165,16,355.0,1.914786819,67.07105
166,16,378.0,1.975676672,67.89947
167,16,372.0,1.683483289,64.72788999999999
168,16,415.0,1.804756993,65.38472999999998
169,16,414.0,2.302230331,67.07105
170,16,395.0,2.041731124,65.48526
171,17,390.0,2.333746676,68.65683999999999
172,17,349.0,2.1326787,68.65683999999999
173,17,328.0,2.030195758,70.82842
174,17,335.0,2.038561598,71.24262999999999
175,17,373.0,1.916407569,68.48525999999998
176,17,397.0,2.000613696,69.31367999999998
177,17,422.0,2.017987831,70.97051999999996
178,17,332.0,2.170794077,71.82842
179,17,322.0,1.557461836,69.38472999999996
180,17,436.0,2.037563729,68.97051999999998
181,18,340.0,2.112189686,74.24262999999999
182,18,344.0,2.177318473,72.24262999999999
183,18,369.0,2.382129945,74.48525999999998
184,18,456.0,2.290661836,73.38472999999998
185,18,386.0,2.205570225,72.48526
186,18,396.0,2.344626689,75.89947
187,18,455.0,2.371630711,73.97051999999998
188,18,461.0,2.440575895,75.38472999999998
189,18,452.0,2.760323174,73.14209999999999
190,18,393.0,2.357886136,75.31367999999999
191,19,525.0,2.691550095,77.62735999999997
192,19,468.0,2.498151999,77.86998999999997
193,19,449.0,2.764824616,76.21314999999998
194,19,372.0,2.372748171,77.1421
195,19,463.0,2.488705518,79.04156999999998
196,19,486.0,2.581551218,78.45577999999998
197,19,483.0,2.468309162,77.45577999999998
198,19,480.0,2.439855138,79.28419999999997
199,19,486.0,2.339988403,76.69840999999997
200,19,469.0,2.904685865,77.79893999999999
201,20,401.0,2.502469629,80.55631
202,20,418.0,2.564246928,81.97052
203,20,493.0,2.495395705,80.28419999999997
204,20,505.0,2.681869997,80.86998999999997
205,20,423.0,2.567377477,81.55631
206,20,416.0,2.457547481,80.97052
207,20,492.0,2.646599192,81.04156999999998
208,20,431.0,2.726500838,82.55631
209,20,379.0,2.523656197,82.31368
210,20,390.0,2.398004606,80.72789
211,21,522.0,2.885621563,84.21314999999998
212,21,550.0,2.958400518,85.04156999999998
213,21,543.0,2.94043372,85.86998999999997
214,21,571.0,2.981632007,84.62735999999997
215,21,537.0,2.87214707,84.45577999999998
216,21,562.0,2.937920455,85.28419999999997
217,21,429.0,2.654603337,84.38472999999999
218,21,478.0,2.549791827,85.18366999999995
219,21,440.0,2.374567069,84.59787999999995
220,21,452.0,2.418974324,84.76945999999995
